               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.020315,           0.0091077,           0.0044255,             0.98269,             0.99792,             0.99295,             0.85173,              0.0105,           0.0034861,          0.00022536,            0.004819,            0.004819,            0.004819
                 159,            0.020299,           0.0094272,           0.0039221,             0.98508,             0.99898,             0.99297,             0.86132,            0.010144,           0.0034163,          0.00022562,            0.004786,            0.004786,            0.004786
                 160,            0.018563,           0.0087542,            0.003925,               0.985,             0.99873,             0.99112,             0.85546,            0.010081,           0.0034506,          0.00024921,            0.004753,            0.004753,            0.004753
                 161,             0.02067,           0.0091279,           0.0043497,              0.9894,             0.99205,             0.99275,             0.86194,           0.0099822,           0.0034183,          0.00027044,             0.00472,             0.00472,             0.00472
                 162,            0.018416,            0.008772,           0.0038055,             0.98184,             0.99514,             0.99281,             0.86786,            0.009816,           0.0033496,          0.00032968,            0.004687,            0.004687,            0.004687
                 163,             0.01982,           0.0088264,           0.0048954,             0.97911,                   1,             0.99224,             0.85998,           0.0099174,           0.0033791,          0.00025398,            0.004654,            0.004654,            0.004654
                 164,            0.019787,           0.0088955,           0.0049764,             0.98455,             0.99908,             0.99241,             0.86021,            0.010125,           0.0033819,          0.00028248,            0.004621,            0.004621,            0.004621
                 165,            0.021126,           0.0088819,           0.0068553,             0.98359,                   1,             0.99265,             0.85627,            0.010845,           0.0034116,          0.00024857,            0.004588,            0.004588,            0.004588
                 166,            0.019719,           0.0093743,           0.0044602,             0.98465,             0.99453,             0.99264,             0.85716,            0.010424,           0.0033663,          0.00027856,            0.004555,            0.004555,            0.004555
                 167,            0.019642,           0.0096602,           0.0041834,             0.98143,             0.99671,             0.99292,             0.85588,            0.010229,           0.0033537,          0.00031499,            0.004522,            0.004522,            0.004522
                 168,            0.019371,            0.009078,           0.0045966,             0.98224,             0.99948,             0.99066,             0.86294,           0.0095935,           0.0033216,          0.00029262,            0.004489,            0.004489,            0.004489
                 169,             0.01927,           0.0090121,           0.0045388,             0.98111,                   1,             0.99112,             0.85741,           0.0097709,           0.0033714,          0.00025214,            0.004456,            0.004456,            0.004456
                 170,            0.019347,           0.0088458,           0.0031286,             0.97885,                   1,             0.99209,             0.86496,           0.0097535,           0.0032931,          0.00022665,            0.004423,            0.004423,            0.004423
                 171,             0.01925,           0.0090902,           0.0038845,             0.98245,             0.99517,             0.99372,             0.86272,            0.009589,           0.0033305,          0.00022006,             0.00439,             0.00439,             0.00439
                 172,            0.018726,           0.0094529,           0.0049116,             0.97977,              0.9999,             0.99397,             0.86192,           0.0096439,           0.0033771,          0.00022132,            0.004357,            0.004357,            0.004357
                 173,            0.017998,           0.0095883,           0.0058476,             0.98301,             0.99758,             0.99433,             0.86287,           0.0093635,           0.0033231,           0.0002826,            0.004324,            0.004324,            0.004324
                 174,            0.018843,           0.0090005,           0.0045187,             0.99308,             0.99611,             0.99442,              0.8618,           0.0096572,           0.0033794,          0.00022926,            0.004291,            0.004291,            0.004291
                 175,            0.018622,            0.008997,            0.004166,             0.99223,             0.99421,             0.99446,             0.86657,           0.0091846,            0.003323,          0.00021652,            0.004258,            0.004258,            0.004258
                 176,            0.018183,           0.0086531,            0.003127,             0.99218,             0.99542,             0.99424,             0.86419,           0.0089699,           0.0032659,          0.00020259,            0.004225,            0.004225,            0.004225
                 177,            0.019368,           0.0090183,           0.0048256,             0.99073,             0.99467,             0.99375,             0.87137,           0.0090447,           0.0031619,           0.0001787,            0.004192,            0.004192,            0.004192
                 178,             0.01713,           0.0087089,            0.002713,             0.98454,              0.9994,             0.99391,             0.86792,           0.0092123,           0.0032043,          0.00016164,            0.004159,            0.004159,            0.004159
                 179,            0.019322,           0.0090746,           0.0045345,             0.98802,             0.99922,             0.99399,             0.87404,            0.009202,           0.0032536,          0.00015903,            0.004126,            0.004126,            0.004126
                 180,            0.019285,           0.0092251,           0.0042215,             0.98889,             0.99472,              0.9938,             0.87466,           0.0097223,           0.0032002,          0.00015204,            0.004093,            0.004093,            0.004093
                 181,            0.018149,            0.009053,            0.005541,             0.98391,             0.99784,             0.99389,             0.86814,           0.0095421,           0.0032382,          0.00015148,             0.00406,             0.00406,             0.00406
                 182,            0.017486,           0.0089195,           0.0032838,             0.99145,             0.99328,             0.99391,             0.86923,           0.0099655,           0.0032461,          0.00016287,            0.004027,            0.004027,            0.004027
                 183,            0.017736,           0.0087755,           0.0033088,             0.99023,             0.99543,             0.99404,              0.8711,           0.0097223,            0.003207,          0.00017433,            0.003994,            0.003994,            0.003994
                 184,            0.018572,           0.0091495,           0.0038273,             0.98777,              0.9992,             0.99391,               0.876,            0.009462,            0.003163,           0.0001903,            0.003961,            0.003961,            0.003961
                 185,            0.018334,           0.0084449,            0.004927,             0.99039,             0.99775,              0.9942,             0.87755,           0.0090136,           0.0031406,          0.00019705,            0.003928,            0.003928,            0.003928
                 186,            0.018404,           0.0090917,           0.0040035,             0.99472,             0.99681,              0.9945,             0.88335,           0.0091609,           0.0030844,          0.00019978,            0.003895,            0.003895,            0.003895
                 187,            0.017034,            0.008225,           0.0039372,             0.99419,             0.99789,             0.99445,             0.87434,           0.0091419,           0.0032355,          0.00020331,            0.003862,            0.003862,            0.003862
                 188,            0.017262,           0.0087963,           0.0053654,             0.98989,             0.99843,             0.99459,               0.879,           0.0089079,           0.0031379,          0.00019576,            0.003829,            0.003829,            0.003829
                 189,            0.017101,           0.0088819,           0.0034964,             0.98631,                   1,             0.99429,             0.87393,           0.0090632,           0.0031972,          0.00017883,            0.003796,            0.003796,            0.003796
                 190,            0.018049,           0.0090147,            0.003721,             0.99153,             0.99741,             0.99438,             0.87715,           0.0090585,           0.0032544,          0.00016414,            0.003763,            0.003763,            0.003763
                 191,            0.017497,           0.0087659,           0.0029269,             0.98895,             0.99933,             0.99444,             0.88022,           0.0091565,           0.0030207,          0.00014974,             0.00373,             0.00373,             0.00373
                 192,            0.017883,            0.009084,           0.0037726,              0.9923,             0.99927,             0.99442,             0.88252,           0.0087396,           0.0029986,           0.0001487,            0.003697,            0.003697,            0.003697
                 193,            0.017808,           0.0086966,           0.0040914,             0.99593,             0.99466,              0.9943,             0.87646,           0.0090797,           0.0031061,          0.00014211,            0.003664,            0.003664,            0.003664
                 194,            0.017473,           0.0085894,           0.0042445,              0.9908,                   1,             0.99411,             0.87534,           0.0088145,            0.003063,          0.00014415,            0.003631,            0.003631,            0.003631
                 195,            0.016718,           0.0080665,           0.0033432,             0.99505,             0.99758,             0.99428,             0.88714,           0.0086887,           0.0030093,          0.00014684,            0.003598,            0.003598,            0.003598
                 196,             0.01745,           0.0087346,           0.0048747,             0.99639,             0.99775,             0.99447,             0.88696,           0.0083513,           0.0030277,          0.00014671,            0.003565,            0.003565,            0.003565
                 197,            0.017498,           0.0085337,           0.0037606,             0.99403,             0.99983,             0.99439,              0.8861,           0.0085169,           0.0030629,          0.00015231,            0.003532,            0.003532,            0.003532
                 198,            0.016325,           0.0083905,           0.0026291,             0.99733,             0.99785,             0.99476,             0.88954,            0.008223,           0.0029956,          0.00015244,            0.003499,            0.003499,            0.003499
                 199,            0.017018,            0.008616,           0.0036634,             0.99633,             0.99731,             0.99464,             0.88779,           0.0081782,           0.0029578,          0.00014074,            0.003466,            0.003466,            0.003466
                 200,             0.01611,           0.0083335,           0.0034963,              0.9923,             0.99813,             0.99474,             0.88348,           0.0085072,           0.0029771,          0.00014503,            0.003433,            0.003433,            0.003433
                 201,            0.016629,           0.0079913,           0.0043451,             0.99214,                   1,             0.99474,             0.89237,           0.0083739,           0.0029194,          0.00014534,              0.0034,              0.0034,              0.0034
                 202,            0.017412,           0.0083374,           0.0037241,             0.99213,             0.99939,             0.99455,             0.89405,           0.0081537,           0.0029445,          0.00014425,            0.003367,            0.003367,            0.003367
                 203,            0.017288,           0.0083604,           0.0031096,              0.9894,             0.99758,             0.99448,             0.89439,           0.0080585,           0.0029011,          0.00014507,            0.003334,            0.003334,            0.003334
                 204,            0.017135,           0.0084148,           0.0037811,              0.9895,             0.99757,             0.99456,             0.89061,           0.0085577,           0.0029282,          0.00013434,            0.003301,            0.003301,            0.003301
                 205,            0.016413,           0.0081319,           0.0034559,             0.99271,             0.99758,             0.99474,             0.89048,           0.0083511,           0.0029507,          0.00013572,            0.003268,            0.003268,            0.003268
                 206,            0.016607,           0.0084891,           0.0037395,             0.99362,             0.99721,             0.99484,             0.89301,           0.0081149,           0.0029299,          0.00013811,            0.003235,            0.003235,            0.003235
                 207,            0.015976,           0.0082212,           0.0031677,             0.99421,              0.9975,             0.99468,             0.89289,           0.0079451,           0.0028974,          0.00013925,            0.003202,            0.003202,            0.003202
                 208,            0.016679,           0.0081496,           0.0029057,             0.98733,                   1,             0.99421,              0.8979,           0.0081467,           0.0028619,          0.00014834,            0.003169,            0.003169,            0.003169
                 209,            0.017558,           0.0083056,           0.0028203,             0.98945,             0.99995,             0.99426,             0.89943,           0.0079574,           0.0028843,          0.00015169,            0.003136,            0.003136,            0.003136
                 210,            0.016283,            0.007964,           0.0037019,             0.99137,                   1,             0.99461,             0.89241,           0.0081437,           0.0029552,          0.00015076,            0.003103,            0.003103,            0.003103
                 211,            0.016902,            0.008043,           0.0044419,             0.99031,             0.99998,             0.99486,             0.89607,           0.0084192,           0.0029165,          0.00014797,             0.00307,             0.00307,             0.00307
                 212,            0.016103,           0.0081295,           0.0035813,             0.99727,             0.99739,               0.995,             0.89688,           0.0081913,           0.0028889,          0.00014431,            0.003037,            0.003037,            0.003037
                 213,            0.016967,            0.007951,           0.0029167,             0.99517,             0.99974,             0.99498,             0.89948,           0.0081528,           0.0028017,          0.00014615,            0.003004,            0.003004,            0.003004
                 214,            0.016727,           0.0081279,           0.0036284,             0.99552,             0.99924,             0.99495,             0.89862,           0.0081016,           0.0027829,          0.00013494,            0.002971,            0.002971,            0.002971
                 215,            0.016928,           0.0079933,           0.0027566,             0.99535,             0.99918,             0.99495,              0.8972,           0.0080498,           0.0028178,          0.00013405,            0.002938,            0.002938,            0.002938
                 216,            0.016218,            0.008078,           0.0025639,             0.99646,             0.99681,             0.99495,             0.89933,           0.0079231,           0.0027411,          0.00013394,            0.002905,            0.002905,            0.002905
                 217,            0.015956,           0.0082041,           0.0029705,             0.99458,             0.99966,             0.99493,             0.90171,           0.0078284,           0.0027615,          0.00013318,            0.002872,            0.002872,            0.002872
                 218,            0.015755,           0.0077918,           0.0025026,             0.99478,             0.99996,             0.99495,             0.90211,           0.0078299,           0.0027734,           0.0001121,            0.002839,            0.002839,            0.002839
                 219,            0.015087,           0.0078886,           0.0027481,               0.997,             0.99907,               0.995,             0.90486,            0.007779,           0.0027856,          9.8768e-05,            0.002806,            0.002806,            0.002806
                 220,            0.016072,           0.0081247,           0.0029326,               0.998,              0.9977,               0.995,             0.90231,            0.007679,           0.0028165,           9.687e-05,            0.002773,            0.002773,            0.002773
                 221,            0.016055,           0.0080544,           0.0031222,             0.99871,             0.99729,               0.995,             0.90815,           0.0077211,           0.0027972,          9.9674e-05,             0.00274,             0.00274,             0.00274
                 222,            0.015773,           0.0077746,           0.0025289,             0.99751,                   1,               0.995,             0.90347,           0.0075663,           0.0027807,          0.00010895,            0.002707,            0.002707,            0.002707
                 223,            0.016062,           0.0080873,           0.0027398,             0.99858,                   1,               0.995,             0.90484,            0.007628,           0.0027662,           0.0001157,            0.002674,            0.002674,            0.002674
                 224,            0.015271,           0.0077377,            0.002069,             0.99917,                   1,               0.995,             0.90534,           0.0076277,           0.0027088,           0.0001178,            0.002641,            0.002641,            0.002641
                 225,            0.016674,           0.0081516,           0.0023134,             0.99828,             0.99924,               0.995,             0.90205,           0.0080378,           0.0027927,          0.00012247,            0.002608,            0.002608,            0.002608
                 226,            0.017182,            0.008168,           0.0025575,             0.99812,                   1,               0.995,             0.90589,           0.0081494,           0.0027477,          0.00012366,            0.002575,            0.002575,            0.002575
                 227,            0.015626,           0.0077574,            0.003166,             0.99892,                   1,               0.995,             0.90818,           0.0077821,           0.0026893,          0.00012254,            0.002542,            0.002542,            0.002542
                 228,            0.017049,           0.0080956,           0.0044815,             0.99409,             0.99847,               0.995,              0.9096,           0.0073873,           0.0027212,          0.00012396,            0.002509,            0.002509,            0.002509
                 229,            0.014308,           0.0075046,           0.0023883,             0.99599,             0.99851,               0.995,             0.90823,           0.0073956,           0.0027326,          0.00012561,            0.002476,            0.002476,            0.002476
                 230,            0.015185,           0.0073486,           0.0032281,              0.9983,             0.99952,               0.995,             0.91096,           0.0075597,           0.0027588,          0.00012042,            0.002443,            0.002443,            0.002443
                 231,            0.015986,           0.0075533,           0.0030618,             0.99862,              0.9996,               0.995,             0.90535,           0.0073773,           0.0027621,          0.00010916,             0.00241,             0.00241,             0.00241
                 232,            0.013535,           0.0078472,           0.0021019,             0.99617,             0.99998,             0.99498,             0.90145,           0.0075882,           0.0027814,          0.00010479,            0.002377,            0.002377,            0.002377
                 233,            0.015649,           0.0079488,           0.0039599,             0.99497,             0.99937,             0.99498,             0.90626,           0.0073787,           0.0027268,          0.00010073,            0.002344,            0.002344,            0.002344
                 234,            0.016836,           0.0075563,           0.0023444,              0.9938,                   1,               0.995,             0.91084,           0.0072776,           0.0027067,          9.5037e-05,            0.002311,            0.002311,            0.002311
                 235,            0.015912,           0.0077047,           0.0025743,             0.99349,                   1,               0.995,             0.90619,           0.0072834,           0.0027323,          9.4858e-05,            0.002278,            0.002278,            0.002278
                 236,            0.014448,           0.0078013,            0.003027,             0.99654,                   1,               0.995,             0.91486,           0.0069708,            0.002634,          9.3437e-05,            0.002245,            0.002245,            0.002245
                 237,            0.015308,           0.0075712,           0.0030411,             0.99715,              0.9992,               0.995,             0.92053,           0.0071262,           0.0026165,          9.4981e-05,            0.002212,            0.002212,            0.002212
                 238,            0.015537,           0.0073507,           0.0033024,             0.99591,             0.99947,               0.995,             0.91487,           0.0070915,           0.0026511,          9.5952e-05,            0.002179,            0.002179,            0.002179
                 239,            0.016019,           0.0080491,           0.0028801,             0.99754,             0.99665,               0.995,             0.91419,           0.0070896,           0.0026769,          9.3662e-05,            0.002146,            0.002146,            0.002146
                 240,            0.015226,           0.0077122,            0.003348,             0.99797,              0.9991,               0.995,             0.91744,           0.0071051,           0.0026658,          9.0522e-05,            0.002113,            0.002113,            0.002113
                 241,            0.015589,           0.0077814,           0.0023123,             0.99699,                   1,               0.995,             0.91117,           0.0071649,           0.0026967,          9.1955e-05,             0.00208,             0.00208,             0.00208
                 242,            0.014866,           0.0077096,           0.0035895,             0.99908,                   1,               0.995,             0.91554,            0.007171,           0.0026023,          9.1283e-05,            0.002047,            0.002047,            0.002047
                 243,            0.015057,           0.0077116,           0.0023906,             0.99912,                   1,               0.995,             0.91934,            0.007118,           0.0026106,          9.7208e-05,            0.002014,            0.002014,            0.002014
                 244,            0.015337,           0.0077696,           0.0018675,             0.99917,                   1,               0.995,             0.91854,            0.007246,           0.0025859,          9.6323e-05,            0.001981,            0.001981,            0.001981
                 245,            0.013678,           0.0073365,           0.0022364,              0.9991,             0.99981,               0.995,             0.92066,           0.0069849,           0.0025604,          9.3735e-05,            0.001948,            0.001948,            0.001948
                 246,            0.014621,           0.0080591,           0.0029691,             0.99913,             0.99972,               0.995,             0.91368,           0.0069702,           0.0025913,           8.886e-05,            0.001915,            0.001915,            0.001915
                 247,             0.01488,           0.0077739,           0.0020803,             0.99928,                   1,               0.995,             0.92124,           0.0071202,           0.0025731,          7.6171e-05,            0.001882,            0.001882,            0.001882
                 248,            0.016162,           0.0078169,           0.0037867,             0.99918,                   1,               0.995,             0.91967,           0.0069459,           0.0025925,          7.1037e-05,            0.001849,            0.001849,            0.001849
                 249,            0.014514,           0.0075842,           0.0017277,             0.99954,                   1,               0.995,             0.92058,           0.0068418,           0.0025497,          6.6589e-05,            0.001816,            0.001816,            0.001816
                 250,            0.014767,           0.0078341,            0.001955,             0.99911,                   1,               0.995,             0.92068,           0.0068529,           0.0025296,          6.3078e-05,            0.001783,            0.001783,            0.001783
                 251,            0.014408,           0.0078438,           0.0025916,             0.99888,                   1,               0.995,             0.92507,           0.0067428,           0.0025161,          6.0768e-05,             0.00175,             0.00175,             0.00175
                 252,            0.014319,           0.0072576,           0.0017954,             0.99877,             0.99987,               0.995,             0.92485,           0.0066801,           0.0025072,          5.7262e-05,            0.001717,            0.001717,            0.001717
                 253,            0.014142,           0.0076539,            0.002582,             0.99797,             0.99968,               0.995,             0.91772,           0.0067855,           0.0025516,          5.2693e-05,            0.001684,            0.001684,            0.001684
                 254,            0.014429,           0.0077131,           0.0019408,             0.99874,             0.99953,               0.995,             0.92271,           0.0068281,           0.0024944,            4.59e-05,            0.001651,            0.001651,            0.001651
                 255,             0.01423,            0.007827,           0.0021628,             0.99836,             0.99965,               0.995,             0.92282,           0.0067992,           0.0025078,          4.4582e-05,            0.001618,            0.001618,            0.001618
                 256,            0.015303,           0.0069528,           0.0022739,              0.9987,             0.99962,               0.995,              0.9203,           0.0068664,           0.0024688,          4.7457e-05,            0.001585,            0.001585,            0.001585
                 257,            0.015367,           0.0071998,           0.0019825,             0.99887,             0.99979,               0.995,             0.92437,           0.0066249,           0.0024379,          4.7806e-05,            0.001552,            0.001552,            0.001552
                 258,            0.014068,           0.0074487,            0.002156,             0.99892,                   1,               0.995,             0.92511,           0.0066299,           0.0024299,          4.6487e-05,            0.001519,            0.001519,            0.001519
                 259,            0.014787,           0.0075969,           0.0023815,             0.99904,                   1,               0.995,             0.92407,           0.0065465,           0.0024431,          4.6655e-05,            0.001486,            0.001486,            0.001486
                 260,            0.014416,           0.0076367,           0.0035186,             0.99905,                   1,               0.995,             0.92978,             0.00647,           0.0024203,          4.6645e-05,            0.001453,            0.001453,            0.001453
                 261,            0.014348,           0.0077297,           0.0029319,             0.99907,                   1,               0.995,             0.92452,           0.0064493,           0.0024089,          5.0513e-05,             0.00142,             0.00142,             0.00142
                 262,            0.014398,           0.0077089,           0.0024918,             0.99891,             0.99985,               0.995,             0.92558,           0.0064573,           0.0024377,          5.2443e-05,            0.001387,            0.001387,            0.001387
                 263,            0.014396,           0.0075944,           0.0027807,             0.99767,             0.99952,               0.995,              0.9275,            0.006555,            0.002423,          5.4364e-05,            0.001354,            0.001354,            0.001354
                 264,            0.014673,           0.0072047,            0.002247,             0.99834,             0.99965,               0.995,             0.93001,           0.0063654,           0.0024019,          5.5186e-05,            0.001321,            0.001321,            0.001321
                 265,            0.014093,           0.0073454,           0.0016651,             0.99893,                   1,               0.995,               0.933,           0.0064542,           0.0023877,          5.5402e-05,            0.001288,            0.001288,            0.001288
                 266,            0.014354,           0.0077029,           0.0024492,             0.99895,             0.99996,               0.995,              0.9319,           0.0064733,           0.0024115,          5.5024e-05,            0.001255,            0.001255,            0.001255
                 267,            0.013727,           0.0071022,           0.0021724,             0.99898,             0.99966,               0.995,             0.93233,           0.0065097,            0.002427,          5.5257e-05,            0.001222,            0.001222,            0.001222
                 268,            0.014218,            0.007038,           0.0019459,             0.99883,             0.99961,               0.995,             0.93121,           0.0063514,           0.0024137,          5.2866e-05,            0.001189,            0.001189,            0.001189
                 269,            0.014127,           0.0073034,           0.0018349,             0.99832,                   1,               0.995,             0.92966,            0.006231,           0.0024039,          4.9309e-05,            0.001156,            0.001156,            0.001156
                 270,             0.01395,           0.0074005,           0.0018595,             0.99798,                   1,               0.995,             0.93353,           0.0062872,           0.0023846,          4.6036e-05,            0.001123,            0.001123,            0.001123
                 271,            0.013921,           0.0071237,           0.0033238,             0.99916,             0.99968,               0.995,             0.93343,           0.0064231,           0.0023502,          4.3738e-05,             0.00109,             0.00109,             0.00109
                 272,            0.014072,           0.0075232,           0.0018351,             0.99921,             0.99976,               0.995,             0.92731,           0.0061306,           0.0023499,          4.3461e-05,            0.001057,            0.001057,            0.001057
                 273,            0.013758,           0.0073653,           0.0019498,             0.99905,             0.99973,               0.995,              0.9306,           0.0061392,           0.0023576,          4.0425e-05,            0.001024,            0.001024,            0.001024
                 274,            0.014331,           0.0074852,           0.0027143,             0.99841,             0.99942,               0.995,             0.93457,           0.0061902,           0.0023577,          3.9856e-05,            0.000991,            0.000991,            0.000991
                 275,            0.014415,           0.0073326,           0.0021393,             0.99834,             0.99953,               0.995,             0.93007,           0.0063616,           0.0023953,          4.0788e-05,            0.000958,            0.000958,            0.000958
                 276,            0.014072,           0.0070435,           0.0019321,             0.99893,                   1,               0.995,             0.93252,           0.0063739,           0.0023796,          4.3297e-05,            0.000925,            0.000925,            0.000925
                 277,            0.013494,           0.0070564,           0.0023958,             0.99909,             0.99977,               0.995,             0.93561,           0.0064349,           0.0023367,          4.2905e-05,            0.000892,            0.000892,            0.000892
                 278,            0.013977,           0.0075053,           0.0020214,             0.99872,             0.99963,               0.995,             0.93277,           0.0063956,           0.0023414,          4.1818e-05,            0.000859,            0.000859,            0.000859
                 279,            0.013417,           0.0065337,           0.0024355,              0.9991,             0.99962,               0.995,             0.93306,            0.006249,           0.0023252,          3.9061e-05,            0.000826,            0.000826,            0.000826
                 280,            0.013325,           0.0070507,            0.001503,             0.99926,             0.99974,               0.995,             0.93781,           0.0062394,           0.0023169,          3.8267e-05,            0.000793,            0.000793,            0.000793
                 281,            0.013705,           0.0070887,           0.0028525,             0.99928,                   1,               0.995,             0.93548,           0.0061456,           0.0022975,          3.7958e-05,             0.00076,             0.00076,             0.00076
                 282,            0.013323,           0.0075074,           0.0021842,             0.99936,             0.99966,               0.995,             0.93617,           0.0060217,           0.0022881,          3.6988e-05,            0.000727,            0.000727,            0.000727
                 283,            0.014354,           0.0072772,           0.0030752,              0.9994,             0.99961,               0.995,              0.9362,           0.0059952,           0.0022809,          3.7817e-05,            0.000694,            0.000694,            0.000694
                 284,             0.01311,           0.0070466,           0.0016425,             0.99909,             0.99957,               0.995,             0.93293,           0.0060207,           0.0022843,           3.597e-05,            0.000661,            0.000661,            0.000661
                 285,            0.012525,           0.0069931,           0.0012336,             0.99929,             0.99987,               0.995,              0.9343,           0.0060338,            0.002285,           3.343e-05,            0.000628,            0.000628,            0.000628
                 286,            0.013955,           0.0072647,            0.001907,             0.99876,              0.9996,               0.995,             0.93458,           0.0060695,           0.0022416,          3.1219e-05,            0.000595,            0.000595,            0.000595
                 287,            0.013998,           0.0070123,           0.0018138,             0.99858,             0.99948,               0.995,              0.9377,           0.0059689,           0.0022509,          3.1328e-05,            0.000562,            0.000562,            0.000562
                 288,            0.013169,           0.0069402,           0.0011189,             0.99873,             0.99914,               0.995,               0.939,           0.0060631,           0.0022629,          3.1475e-05,            0.000529,            0.000529,            0.000529
                 289,            0.013264,           0.0067616,           0.0023856,             0.99881,             0.99936,               0.995,             0.94018,           0.0060678,           0.0022695,          2.9282e-05,            0.000496,            0.000496,            0.000496
                 290,            0.012606,           0.0070483,           0.0026194,             0.99883,             0.99951,               0.995,             0.94063,           0.0059464,           0.0022361,          2.7347e-05,            0.000463,            0.000463,            0.000463
                 291,            0.012388,           0.0069206,           0.0013974,              0.9988,             0.99969,               0.995,             0.94063,            0.005897,           0.0022232,          2.5982e-05,             0.00043,             0.00043,             0.00043
                 292,            0.013313,           0.0072822,           0.0015823,             0.99883,             0.99961,               0.995,             0.93935,           0.0058983,           0.0022147,          2.4459e-05,            0.000397,            0.000397,            0.000397
                 293,            0.012818,           0.0066502,            0.001718,             0.99873,             0.99945,               0.995,             0.94102,           0.0059178,           0.0022151,          2.3103e-05,            0.000364,            0.000364,            0.000364
                 294,            0.013596,           0.0071717,           0.0019102,             0.99845,             0.99964,               0.995,             0.94046,           0.0058818,           0.0022064,          2.2286e-05,            0.000331,            0.000331,            0.000331
                 295,            0.013202,           0.0069035,           0.0016801,             0.99898,             0.99998,               0.995,             0.94079,           0.0058504,           0.0022013,          2.2787e-05,            0.000298,            0.000298,            0.000298
                 296,            0.012284,           0.0070182,           0.0017577,             0.99771,             0.99758,               0.995,             0.94035,           0.0058479,           0.0022118,          2.2037e-05,            0.000265,            0.000265,            0.000265
                 297,            0.012589,           0.0068708,           0.0020983,              0.9991,             0.99972,               0.995,             0.94263,           0.0058077,           0.0022039,          2.1414e-05,            0.000232,            0.000232,            0.000232
                 298,            0.012276,           0.0070967,           0.0017227,             0.99671,             0.99999,               0.995,             0.94226,           0.0057771,           0.0022002,          2.2646e-05,            0.000199,            0.000199,            0.000199
                 299,            0.013711,           0.0071401,           0.0028551,             0.99747,             0.99996,               0.995,             0.94303,           0.0057219,           0.0021962,          2.2142e-05,            0.000166,            0.000166,            0.000166
